our_string	ourW	ourW_md	ourW_data	their_string	theirW	binding	comparison_res_rel	our_half_ulp_rel	their_file
11.7021506994400400297881	24	0	24	11.7021506994400400297881	24	EQUAL	5.0e-24	5.0e-24	data/code/machine1_l171_c31b_check.out
11.7031746487015136776143	24	0	24	11.7031746487015136776143	24	EQUAL	5.0e-24	5.0e-24	data/code/machine1_l171_c31b_check.out
11.7062470491008034225262	24	0	24	11.7062470491008034225262	24	EQUAL	5.0e-24	5.0e-24	data/code/machine1_l171_c31b_check.out
11.7062470494235936728743	24	0	24	11.7062470494235936728743	24	EQUAL	5.0e-24	5.0e-24	data/code/machine1_l171_c31b_check.py
1.17150614272e-6	12	12	12	1.17150614272e-6	12	EQUAL	5.0e-12	5.0e-12	data/code/machine1_heat75_cycle25_verify.py
11.7212111931320369721618	24	0	24	11.7212111931320369721618	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
11.721211198	11	0	11	11.721211198	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
11.7237530133550189964998	24	0	24	11.7237530133550189964998	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
11.7237530179	12	12	12	11.7237530179	12	EQUAL	5.0e-12	5.0e-12	machine1-l141-cycle21-adjudicated-band-kill-accepted-initiating-error-mine.md
11.723753018	11	0	11	11.723753018	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
11.741741997077466677395	23	0	23	11.741741997077466677395	23	EQUAL	5.0e-23	5.0e-23	data/machine1_l171_c30_refit.out
11.741741999	11	0	11	11.741741999	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
1.176119142e-5	10	10	10	1.176119142e-5	10	EQUAL	5.0e-10	5.0e-10	data/code/letter145_n2n5_witness_pairB.py
1.17612069275e-5	12	12	0	1.17612069275e-5	12	EQUAL	5.0e-12	5.0e-12	machine1-l143-pointer-error-owned-two-floor-bar-spectral-correction.md
11.7726082814739255853213	24	0	24	11.7726082814739255853213	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
11.772608283	11	0	11	11.772608283	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
1.18153194401e-17	12	12	12	1.18153194401e-17	12	EQUAL	5.0e-12	5.0e-12	data/code/machine1_l171_c31v_f_attack.out
11.8242421407185312122142	24	0	24	11.8242421407185312122142	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
11.824242141	11	0	11	11.824242141	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
1.1842563361	11	11	11	1.1842563361	11	EQUAL	5.0e-11	5.0e-11	LANE_REGISTRY.md
11.8712683841082840939226	24	0	24	11.8712683841082840939226	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
11.8712683846	12	12	12	11.8712683846	12	EQUAL	5.0e-12	5.0e-12	machine1-l141-cycle21-adjudicated-band-kill-accepted-initiating-error-mine.md
11.871268385	11	0	11	11.871268385	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
11.9491645869912175692562	24	0	24	11.9491645869912175692562	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
11.949164587	11	0	11	11.949164587	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
12.1180399554221464593526	24	0	24	12.1180399554221464593526	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
12.118039956	11	0	11	12.118039956	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
12.4424017406927321168133	24	0	24	12.4424017406927321168133	24	EQUAL	5.0e-24	5.0e-24	data/machine1_l171_c30_refit.out
12.442401741	11	0	11	12.442401741	11	EQUAL	5.0e-11	5.0e-11	data/code/machine1_verify_da0a601_falsifier.py
0.12527948650	11	11	0	0.12527948650	11	EQUAL	5.0e-11	5.0e-11	letter3-astra-pa-to-beast-2026-09-03.md
0.12706034318675893153656817913317280690430806327895	50	25	50	0.12706034318675893153656817913317280690430806327895	50	EQUAL	5.0e-50	5.0e-50	data/code/machine1_heat86_a_dispute_ladder.py
0.00128260191469	12	0	12	0.00128260191469	12	EQUAL	5.0e-12	5.0e-12	data/machine1_heat81_c26_bandlaw_verify.out
