file	field	run_dps	stored_sf	gap	verdict
data/machine2_cycle27_anchorblind_c1.json	I3_launch	40	6	34	DISCARDED
data/machine2_cycle27_anchorblind_c1.json	composed_launch	40	20	20	DISCARDED
data/machine2_cycle27_anchorblind_c1.json	untouched_launch	40	20	20	DISCARDED
data/machine2_cycle27_anchorblind_c2.json	I1_launch	40	6	34	DISCARDED
data/machine2_cycle27_anchorblind_c2.json	I3_launch	40	6	34	DISCARDED
data/machine2_cycle27_anchorblind_c2.json	composed_launch	40	20	20	DISCARDED
data/machine2_cycle27_anchorblind_c2.json	untouched_launch	40	20	20	DISCARDED
data/machine2_cycle27_anchorblind_clean.json	I1_launch	40	6	34	DISCARDED
data/machine2_cycle27_anchorblind_clean.json	I3_launch	40	6	34	DISCARDED
data/machine2_cycle27_anchorblind_clean.json	composed_launch	40	20	20	DISCARDED
data/machine2_cycle27_anchorblind_clean.json	untouched_launch	40	20	20	DISCARDED
data/machine2_cycle27_firesflip_c1.json	I1_launch	40	6	34	DISCARDED
data/machine2_cycle27_firesflip_c1.json	I3_launch	40	6	34	DISCARDED
data/machine2_cycle27_firesflip_c1.json	composed_launch	40	20	20	DISCARDED
data/machine2_cycle27_firesflip_c1.json	untouched_launch	40	20	20	DISCARDED
data/machine2_cycle27_firesflip_clean.json	I1_launch	40	6	34	DISCARDED
data/machine2_cycle27_firesflip_clean.json	I3_launch	40	6	34	DISCARDED
data/machine2_cycle27_firesflip_clean.json	composed_launch	40	20	20	DISCARDED
data/machine2_cycle27_firesflip_clean.json	untouched_launch	40	20	20	DISCARDED
data/machine2_dn_dps50_n30.json	C	50	12	38	DISCARDED
